市場,証券コード,銘柄名,業種,株価,配当利回り(%),売上高スコア,営業利益率スコア,EPSスコア,営業CFスコア,一株配当スコア,配当性向スコア,自己資本比率スコア,現金等スコア,総合スコア
東証PRM,4373,シンプレクス・ホールディングス(株),情報・通信,937,2.56,18,36,8,9,9,0,13,0,93
東証PRM,2325,(株)ＮＪＳ,サービス業,4500,2.44,15,2,15,-2,15,15,24,9,93
東証PRM,9824,泉州電業(株),卸売業,6230,2.41,9,6,9,9,19,15,11,15,93
東証PRM,8060,キヤノンマーケティングジャパン(株),卸売業,3765,2.39,3,6,15,-3,21,18,18,15,93
東証PRM,5357,(株)ヨータイ,ガラス・土石製品,1692,5.32,15,28,9,4,19,-7,21,3,92
東証STD,5284,ヤマウホールディングス(株),ガラス・土石製品,2117,4.87,9,40,9,-3,17,15,-4,9,92
東証STD,2391,(株)プラネット,サービス業,1235,3.56,15,28,-3,-9,21,1,30,9,92
東証PRM,6459,大和冷機工業(株),機械,1980,3.03,9,24,-3,3,9,15,26,9,92
東証PRM,1980,ダイダン(株),建設業,2986,2.72,15,2,21,-7,21,21,10,9,92
東証PRM,3087,(株)ドトール・日レスホールディングス,小売業,2759,2.17,15,2,15,-2,19,11,23,9,92
東証STD,1736,(株)オーテック,建設業,2271,3.3,15,6,9,-3,19,15,15,15,91
東証STD,8871,(株)ゴールドクレスト,不動産業,3320,3.01,3,36,3,-12,17,11,18,15,91
東証STD,6678,(株)テクノメディカ,電気機器,2272,2.99,3,24,-9,-3,15,11,29,21,91
東証PRM,4401,(株)ＡＤＥＫＡ,化学,3930,2.65,15,-2,9,3,19,19,13,15,91
東証PRM,3093,(株)トレジャー・ファクトリー,小売業,1722,2.56,21,-2,3,3,17,23,11,15,91
東証PRM,1969,高砂熱学工業(株),建設業,4634,2.42,21,6,21,-12,21,21,10,3,91
東証PRM,3569,セーレン(株),繊維製品,3260,2.33,15,6,15,3,19,7,17,9,91
東証PRM,1959,(株)クラフティア,建設業,9535,2.31,21,-2,15,3,19,13,13,9,91
東証STD,3134,Ｈａｍｅｅ(株),小売業,412,5.46,21,2,9,3,15,12,19,9,90
東証STD,2483,(株)翻訳センター,サービス業,1775,4.23,9,-2,15,-3,21,15,20,15,90
東証STD,8864,空港施設(株),不動産業,941,3.93,21,2,15,3,15,21,10,3,90
東証STD,9753,アイエックス・ナレッジ(株),情報・通信,1291,3.87,3,10,15,3,9,17,12,21,90
東証PRM,9090,ＡＺ－ＣＯＭ丸和ホールディングス(株),陸運業,907,3.53,21,2,9,3,17,19,4,15,90
東証STD,9857,英和(株),卸売業,2585,3.09,21,14,21,3,15,9,4,3,90
東証PRM,8934,サンフロンティア不動産(株),不動産業,2605,2.92,15,32,15,-21,21,9,10,9,90
東証STD,7608,(株)エスケイジャパン,卸売業,831,2.89,9,2,10,-8,21,8,27,21,90
東証PRM,3201,ニッケ,繊維製品,1798,2.78,15,2,21,-3,17,9,20,9,90
東証PRM,2871,(株)ニチレイ,食料品,1888,2.49,21,2,9,9,21,3,10,15,90
東証PRM,6745,ホーチキ(株),電気機器,1959,2.04,21,2,9,3,19,15,12,9,90
東証PRM,4820,(株)ＥＭシステムズ,情報・通信,655,4.89,3,28,9,-3,21,-3,19,15,89
東証PRM,9644,(株)タナベコンサルティンググループ,サービス業,724,3.73,21,6,15,3,21,-7,27,3,89
東証PRM,3964,(株)オークネット,情報・通信,1219,3.28,15,24,3,9,8,6,15,9,89
東証STD,4992,北興化学工業(株),化学,1725,3.13,9,-2,3,15,21,11,17,15,89
東証GRT,7110,(株)クラシコム,小売業,2033,2.36,18,24,12,3,0,3,17,12,89
東証GRT,7374,(株)コンフィデンス・インターワークス,サービス業,1485,5.05,21,30,-7,6,9,3,11,15,88
東証PRM,9629,ピー・シー・エー(株),情報・通信,1329,3.01,15,10,10,3,9,0,14,27,88
東証STD,2332,(株)クエスト,情報・通信,1934,2.84,21,6,3,-1,17,13,20,9,88
東証STD,9262,(株)シルバーライフ,小売業,746,2.41,21,10,15,9,4,4,16,9,88
東証PRM,6194,(株)アトラエ,サービス業,662,4.98,15,28,7,15,3,-9,25,3,87
東証STD,4767,(株)テー・オー・ダブリュー,サービス業,371,4.93,15,6,7,-2,15,11,20,15,87
東証PRM,9769,(株)学究社,サービス業,2289,4.5,21,32,3,9,11,-9,11,9,87
東証STD,9639,三協フロンテア(株),サービス業,2130,3.99,15,28,15,-3,9,7,13,3,87
東証PRM,9432,ＮＴＴ(株),情報・通信,150.2,3.53,15,32,9,3,21,12,-2,-3,87
東証STD,6267,ゼネラルパッカー(株),機械,3660,3.28,21,32,9,-13,13,17,11,-3,87
東証GRT,3773,(株)アドバンスト・メディア,情報・通信,1065,3.15,21,32,5,-1,6,3,24,-3,87
東証PRM,2267,(株)ヤクルト本社,食料品,2924.5,2.39,3,28,15,9,15,-1,15,3,87
東証GRT,7373,(株)アイドマ・ホールディングス,サービス業,1262,2.38,21,30,15,12,1,-1,6,3,87
東証PRM,4928,(株)ノエビアホールディングス,化学,4415,5.21,15,36,9,3,21,-15,20,-3,86
東証PRM,5351,品川リフラ(株),ガラス・土石製品,1906,4.72,3,-2,3,21,15,15,10,21,86
東証PRM,8892,(株)エスコン,不動産業,1166,4.55,18,34,12,-24,18,19,-9,18,86
東証STD,9986,蔵王産業(株),卸売業,2617,4.01,3,24,-3,3,7,7,30,15,86
東証PRM,4088,エア・ウォーター(株),化学,1938.5,3.87,15,6,9,3,21,15,-4,21,86
東証STD,4094,日本化学産業(株),化学,2356,3.82,9,-6,3,9,21,5,30,15,86
東証STD,1450,ＴＡＮＡＫＥＮ(株),建設業,1448,3.8,3,30,3,-4,5,22,18,9,86
東証STD,3565,アセンテック(株),卸売業,460,3.26,12,4,13,1,10,7,15,24,86
東証PRM,4658,日本空調サービス(株),サービス業,1647,3.16,21,10,15,-3,15,9,10,9,86
東証GRT,7792,(株)コラントッテ,その他製品,1439,3.06,15,34,10,6,9,4,5,3,86
東証STD,8275,(株)フォーバル,卸売業,1030,3.01,9,10,9,3,21,21,-2,15,86
東証PRM,6744,能美防災(株),電気機器,4355,2.3,9,6,9,9,21,9,20,3,86
東証STD,3682,エンカレッジ・テクノロジ(株),情報・通信,622,4.18,15,24,-3,3,13,-1,25,9,85
東証STD,7228,(株)デイトナ,輸送用機器,3710,4.04,9,28,3,-2,9,9,14,15,85
東証PRM,6309,巴工業(株),機械,1793,4.02,9,10,15,-8,17,19,20,3,85
東証PRM,4763,(株)クリーク・アンド・リバー社,サービス業,1297,3.86,21,2,3,3,19,3,13,21,85
東証STD,2186,ソーバル(株),サービス業,902,3.66,9,6,-3,9,15,13,21,15,85
東証STD,5388,クニミネ工業(株),ガラス・土石製品,1246,3.21,21,6,9,3,7,7,29,3,85
東証STD,2114,フジ日本(株),食料品,615,3.09,9,10,15,-2,15,9,20,9,85
東証PRM,6328,荏原実業(株),機械,2531,2.96,9,10,15,-8,17,11,10,21,85
東証PRM,8850,スターツコーポレーション(株),不動産業,4680,2.78,3,28,15,-8,15,9,2,21,85
東証PRM,2331,ＡＬＳＯＫ(株),サービス業,1176,2.48,21,-6,15,3,21,11,11,9,85
東証STD,5869,(株)早稲田学習研究会,サービス業,1332,4.65,12,32,6,3,12,-1,14,6,84
東証PRM,2475,ＷＤＢホールディングス(株),サービス業,1493,4.19,21,-2,3,-3,15,15,20,15,84
東証PRM,4206,アイカ工業(株),化学,3403,4.11,15,-2,9,3,21,5,18,15,84
東証STD,2003,日東富士製粉(株),食料品,1755,3.99,9,6,15,3,9,19,20,3,84
東証STD,7464,セフテック(株),卸売業,1615,3.72,15,2,3,21,13,5,10,15,84
東証STD,5819,カナレ電気(株),非鉄金属,1807,3.65,3,24,-9,3,5,19,30,9,84
福証,1771,日本乾溜工業(株),,999,3.6,21,2,3,-2,17,9,19,15,84
東証PRM,3050,ＤＣＭホールディングス(株),小売業,1484,3.23,15,2,3,5,21,9,10,19,84
東証STD,7500,西川計測(株),卸売業,9230,2.6,9,2,9,4,15,19,11,15,84
東証PRM,3498,霞ヶ関キャピタル(株),不動産業,6400,2.58,21,36,15,-22,10,11,-8,21,84
東証PRM,6455,(株)モリタホールディングス,輸送用機器,2496,2.56,9,2,9,3,15,9,16,21,84
東証PRM,4849,エン(株),サービス業,1112,2.16,9,6,9,9,15,13,20,3,84
東証STD,6246,(株)テクノスマート,機械,1902,4.73,9,10,21,-18,21,13,18,9,83
東証PRM,3817,(株)ＳＲＡホールディングス,情報・通信,4480,4.24,15,36,-14,3,17,-2,13,15,83
東証STD,9709,ＮＣＳ＆Ａ(株),情報・通信,1517,3.82,3,10,10,4,19,14,14,9,83
東証STD,2449,(株)プラップジャパン,サービス業,1088,3.77,9,2,3,9,17,7,21,15,83
東証PRM,3176,三洋貿易(株),卸売業,1569,3.7,15,2,9,-2,21,15,20,3,83
東証STD,4430,東海ソフト(株),情報・通信,1830,3.28,21,8,15,-4,17,12,11,3,83
東証PRM,9621,(株)建設技術研究所,サービス業,2788,2.8,21,2,9,-2,17,13,14,9,83
東証STD,9313,丸八倉庫(株),倉庫・運輸関連業,1075,2.42,3,32,9,-3,11,13,15,3,83
東証STD,4976,東洋ドライルーブ(株),化学,1392,2.4,21,2,3,3,21,1,23,9,83
東証PRM,3302,帝国繊維(株),繊維製品,2839,2.29,9,2,9,4,13,15,22,9,83
東証STD,4113,田岡化学工業(株),化学,900,4,9,6,15,4,7,9,11,21,82
東証GRT,366A,ウェルネス・コミュニケーションズ(株),サービス業,964,3.57,18,0,18,3,15,0,16,12,82
東証STD,2488,ＪＴＰ(株),サービス業,1262,3.41,15,6,9,3,13,-3,18,21,82
東証PRM,8157,都築電気(株),情報・通信,3630,3.33,9,14,9,-3,21,23,0,9,82
東証PRM,5186,ニッタ(株),ゴム製品,4650,3.12,15,-6,-3,-3,19,19,26,15,82
東証PRM,7984,コクヨ(株),その他製品,812.1,3.02,9,2,9,-3,19,11,20,15,82
東証PRM,3992,(株)ニーズウェル,情報・通信,455,2.64,15,24,-3,3,13,7,20,3,82
東証PRM,4323,日本システム技術(株),情報・通信,1967,2.29,21,14,-2,-2,9,14,13,15,82
東証PRM,6535,(株)アイモバイル,サービス業,522,5.17,9,32,9,3,9,-10,20,9,81
東証PRM,1928,積水ハウス(株),建設業,3407,4.26,18,-8,12,6,18,20,9,6,81
東証PRM,7607,(株)進和,卸売業,3060,4.05,21,-2,3,4,21,19,12,3,81
東証STD,6365,(株)電業社機械製作所,機械,5490,3.83,15,6,9,-2,15,15,20,3,81
東証STD,4386,(株)ＳＩＧグループ,情報・通信,854,3.4,21,2,15,4,4,7,7,21,81
東証PRM,4577,ダイト(株),医薬品,1225,3.27,21,2,3,9,17,3,17,9,81
東証PRM,2130,(株)メンバーズ,サービス業,1157,2.85,21,2,3,3,27,0,10,15,81
東証PRM,2001,(株)ニップン,食料品,2617,2.52,21,2,9,-9,17,15,11,15,81
東証PRM,2897,日清食品ホールディングス(株),食料品,2789,2.51,15,6,9,3,19,11,15,3,81
東証STD,4979,ＯＡＴアグリオ(株),化学,2672,2.25,15,32,3,-2,15,11,-2,9,81
東証STD,4667,アイサンテクノロジー(株),情報・通信,1602,2.18,15,2,3,-2,21,7,20,15,81
東証GRT,6554,(株)エスユーエス,サービス業,1019,4.91,21,2,9,9,10,5,15,9,80
東証PRM,9658,(株)ビジネスブレイン太田昭和,情報・通信,931,4.76,15,6,9,-3,21,5,12,15,80
東証PRM,6929,日本セラミック(株),電気機器,3875,4.26,3,36,3,9,9,-13,30,3,80
東証PRM,9304,澁澤倉庫(株),倉庫・運輸関連業,1276,4.23,15,2,3,9,15,17,10,9,80
東証PRM,2353,日本駐車場開発(株),不動産業,258,3.49,15,40,3,15,21,-7,-10,3,80
福証,6076,(株)アメイズ,,1247,2.81,15,32,9,-3,13,1,4,9,80
東証PRM,4922,(株)コーセーホールディングス,化学,5841,2.57,15,2,3,-3,15,7,20,21,80
東証PRM,7976,三菱鉛筆(株),その他製品,2521,2.18,3,24,-3,-3,21,15,20,3,80
東証STD,8929,(株)青山財産ネットワークス,不動産業,1360,4.26,15,2,15,-2,21,13,0,15,79
東証PRM,9692,(株)シーイーシー,情報・通信,1972,4.06,18,4,0,-6,16,10,19,18,79
東証STD,5304,ＳＥＣカーボン(株),ガラス・土石製品,2566,3.9,3,32,-7,-9,13,9,29,9,79
東証PRM,9882,(株)イエローハット,卸売業,1497,3.87,9,2,9,9,21,5,21,3,79
東証PRM,2674,(株)ハードオフコーポレーション,小売業,2023,3.86,21,-2,-3,15,13,1,25,9,79
東証PRM,7483,(株)ドウシシャ,卸売業,3245,3.08,-3,2,9,3,15,21,23,9,79
東証STD,1795,(株)マサル,建設業,4870,2.26,9,2,9,4,9,25,12,9,79
東証STD,3559,(株)ピーバンドットコム,卸売業,468,2.14,21,-2,9,-3,7,6,20,21,79
東証STD,5184,(株)ニチリン,ゴム製品,3995,4.76,9,24,-3,3,13,15,14,3,78
東証STD,8898,(株)センチュリー２１・ジャパン,不動産業,1129,4.69,9,28,-3,3,11,-9,30,9,78
東証PRM,7525,リックス(株),卸売業,3375,4.59,21,-2,9,3,13,15,10,9,78
東証PRM,7956,ピジョン(株),その他製品,1744.5,4.36,3,32,3,3,15,-13,20,15,78
東証STD,5356,美濃窯業(株),ガラス・土石製品,1163,3.61,15,6,15,-8,15,11,15,9,78
東証PRM,8570,イオンフィナンシャルサービス(株),その他金融業,1504.5,3.52,15,30,-3,5,11,15,-10,15,78
東証PRM,9989,(株)サンドラッグ,小売業,3738,3.5,21,-2,9,-3,21,9,20,3,78
東証PRM,2502,アサヒグループホールディングス(株),食料品,1529,3.4,12,4,6,18,24,17,-3,0,78
東証STD,4627,ナトコ(株),化学,1608,3.36,9,2,3,3,13,19,20,9,78
東証STD,6405,鈴茂器工(株),機械,1114,3.14,9,-2,3,-2,15,17,29,9,78
東証PRM,1946,(株)トーエネック,建設業,2433,3.12,15,2,10,9,15,18,0,9,78
東証PRM,9301,三菱倉庫(株),倉庫・運輸関連業,1427.5,3.08,15,-6,15,9,19,5,18,3,78
東証STD,7461,(株)キムラ,卸売業,457,3.06,15,2,9,9,9,9,10,15,78
東証STD,6087,(株)アビスト,サービス業,3410,2.99,21,-2,3,3,13,5,20,15,78
東証GRT,4496,(株)コマースＯｎｅホールディングス,情報・通信,741,2.83,21,28,3,3,-3,-2,16,12,78
東証STD,9059,カンダホールディングス(株),陸運業,877,2.62,15,-2,-3,9,17,11,10,21,78
東証STD,6848,東亜ディーケーケー(株),電気機器,872,2.52,15,-2,9,-3,21,15,20,3,78
東証STD,4972,綜研化学(株),化学,3330,2.25,9,6,9,-9,13,15,20,15,78
東証PRM,6988,日東電工(株),化学,3158,2.03,-3,28,-3,3,21,3,20,9,78
東証PRM,8595,ジャフコ　グループ(株),証券業,2190.5,6.07,3,32,3,-23,19,10,30,3,77
東証GRT,4262,ニフティライフスタイル(株),情報・通信,1455,4.4,12,28,0,3,6,0,16,12,77
東証PRM,1939,(株)四電工,建設業,2045,4.11,9,10,9,-1,17,13,11,9,77
東証PRM,9716,(株)乃村工藝社,サービス業,1124,3.91,15,10,15,-14,15,15,12,9,77
東証PRM,7723,愛知時計電機(株),精密機器,3050,3.7,15,2,9,3,15,15,15,3,77
東証STD,6093,(株)エスクロー・エージェント・ジャパン,サービス業,172,3.49,18,0,12,0,12,0,23,12,77
東証PRM,3288,(株)オープンハウスグループ,不動産業,9078,2.2,21,-6,21,-12,21,13,-8,27,77
名証,7488,(株)ヤガミ,,4880,5.82,-9,36,3,3,15,-1,20,9,76
東証STD,4783,ＮＣＤ(株),情報・通信,2453,4.89,21,6,21,-3,17,15,-4,3,76
東証PRM,8252,(株)丸井グループ,小売業,2983,4.39,9,40,21,-17,21,3,-10,9,76
東証PRM,4633,サカタインクス(株),化学,2332,4.29,15,6,9,-3,15,15,10,9,76
東証PRM,7994,(株)オカムラ,その他製品,2459,4.23,15,2,3,3,19,19,12,3,76
東証STD,4172,Ｈｉクラテス(株),情報・通信,2339,3.76,9,32,-3,-3,-5,12,28,6,76
東証PRM,4097,高圧ガス工業(株),化学,1100,3.64,9,-2,9,-3,13,9,20,21,76
東証PRM,5975,東プレ(株),金属製品,2405,3.33,21,-2,-3,3,15,13,14,15,76
東証STD,6484,(株)ＫＶＫ,機械,2479,3.23,9,2,9,3,17,13,20,3,76
東証STD,3435,サンコーテクノ(株),金属製品,1325,3.17,15,2,9,3,21,9,20,-3,76
東証PRM,2002,(株)日清製粉グループ本社,食料品,1985,3.02,9,-2,10,-9,21,14,18,15,76
東証STD,9057,遠州トラック(株),陸運業,3230,2.97,21,2,3,3,17,5,10,15,76
東証STD,2425,(株)ケアサービス,サービス業,755,2.91,21,-6,3,3,17,9,14,15,76
東証STD,6877,ＯＢＡＲＡ　ＧＲＯＵＰ(株),電気機器,5760,2.6,9,20,-3,-3,11,7,20,15,76
東証STD,9564,(株)ＦＣＥ,サービス業,495,2.02,18,36,-10,9,6,-1,6,12,76
東証PRM,9319,(株)中央倉庫,倉庫・運輸関連業,1895,2.01,21,-2,-3,3,11,19,24,3,76
東証PRM,9889,ＪＢＣＣホールディングス(株),情報・通信,1235,3.4,3,14,15,4,21,3,6,9,75
東証PRM,1952,新日本空調(株),建設業,3585,3.07,15,2,15,-12,21,21,10,3,75
東証PRM,3002,グンゼ(株),繊維製品,3620,5.97,3,14,16,9,15,0,20,-3,74
東証PRM,2146,ＵＴグループ(株),サービス業,184,5.9,15,6,15,9,3,9,-4,21,74
東証PRM,7059,(株)コプロ・ホールディングス,サービス業,843,4.74,21,0,9,0,9,-2,16,21,74
東証PRM,6908,イリソ電子工業(株),電気機器,3310,4.53,9,-2,3,3,15,15,28,3,74
東証PRM,3333,(株)あさひ,小売業,1260,3.97,18,-4,6,0,12,12,18,12,74
東証STD,7811,中本パックス(株),その他製品,1913,3.87,21,-2,-3,3,15,23,8,9,74
東証PRM,9025,鴻池運輸(株),陸運業,2839,3.87,21,2,3,3,17,17,8,3,74
東証STD,9233,アジア航測(株),空運業,1166,3.77,21,2,9,3,17,15,10,-3,74
札証,9027,(株)ロジネットジャパン,,3840,3.52,15,6,15,15,17,7,2,-3,74
東証PRM,6923,スタンレー電気(株),電気機器,3111,3.21,3,6,15,3,13,5,20,9,74
東証PRM,3696,(株)セレス,情報・通信,1985,3.02,21,-2,10,9,17,6,4,9,74
東証STD,4421,(株)ディ・アイ・システム,情報・通信,933,3,21,-2,9,-3,19,11,4,15,74
東証STD,5013,(株)ユシロ,石油・石炭製品,3415,2.87,15,2,9,-9,11,17,20,9,74
東証PRM,2269,明治ホールディングス(株),食料品,3670,2.86,9,6,3,9,21,9,14,3,74
東証STD,3802,(株)エコミック,情報・通信,472,2.75,9,-2,3,-3,17,7,28,15,74
東証STD,8914,エリアリンク(株),不動産業,1002,2.64,15,32,-2,-12,-3,20,9,15,74
東証STD,4754,(株)トスネット,サービス業,1487,2.49,15,-2,-3,3,9,11,20,21,74
東証PRM,8113,ユニ・チャーム(株),化学,945,2.33,18,4,3,-6,21,17,11,6,74
東証STD,2813,和弘食品(株),食料品,4045,2.13,21,6,-12,15,13,5,11,15,74
東証PRM,7832,(株)バンダイナムコホールディングス,その他製品,3637,2.01,15,2,9,3,3,13,20,9,74
東証STD,5958,三洋工業(株),金属製品,4310,4.87,9,2,9,-3,9,17,15,15,73
東証PRM,1518,三井松島ホールディングス(株),その他製品,1364,4.69,-3,32,3,3,9,15,11,3,73
東証PRM,3179,シュッピン(株),小売業,1085,4.33,21,2,3,-2,21,11,8,9,73
東証STD,2169,ＣＤＳ(株),サービス業,1828,4.05,9,-2,3,-3,13,17,21,15,73
東証PRM,8923,トーセイ(株),不動産業,1647,3.34,15,36,15,-22,15,15,-10,9,73
東証PRM,6498,(株)キッツ,機械,2227,2.65,9,10,3,3,13,17,15,3,73
東証PRM,4956,コニシ(株),化学,1450,2.62,21,2,9,-3,19,5,11,9,73
東証PRM,4112,保土谷化学工業(株),化学,2457,2.04,15,2,3,9,11,15,15,3,73
東証PRM,6809,ＴＯＡ(株),電気機器,1569,5.42,9,2,9,3,13,13,20,3,72
東証STD,9698,(株)クレオ,情報・通信,1206,4.56,9,6,3,-3,15,13,20,9,72
東証PRM,9932,杉本商事(株),卸売業,1221,4.42,15,-38,9,9,21,17,30,9,72
東証PRM,5302,日本カーボン(株),ガラス・土石製品,4855,4.12,3,28,4,3,11,4,16,3,72
東証STD,6357,三精テクノロジーズ(株),機械,2104,3.8,9,6,9,-7,13,21,12,9,72
東証PRM,5659,日本精線(株),鉄鋼,1274,3.61,3,-2,-3,9,11,19,20,15,72
東証PRM,2170,(株)リンクアンドモチベーション,サービス業,574,2.86,3,32,-8,15,19,0,-10,21,72
東証PRM,1930,北陸電気工事(株),建設業,1684,2.85,3,2,9,-3,21,11,20,9,72
東証PRM,6062,(株)チャーム・ケア・コーポレーション,サービス業,1321,2.8,15,6,15,3,21,11,-8,9,72
名証,9359,伊勢湾海運(株),,945,2.75,-3,-2,3,3,5,19,20,27,72
東証STD,3698,(株)ＣＲＩ・ミドルウェア,情報・通信,1032,2.62,15,2,4,3,6,3,18,21,72
東証PRM,6850,(株)チノー,電気機器,1623,2.62,9,2,21,-9,13,11,10,15,72
東証STD,1997,暁飯島工業(株),建設業,3785,2.51,9,6,9,-2,13,13,15,9,72
東証PRM,9551,メタウォーター(株),電気・ガス業,3440,2.33,15,2,9,-13,17,19,8,15,72
東証PRM,8818,京阪神ビルディング(株),不動産業,1991,2.01,15,28,1,-3,19,5,10,-3,72
東証GRT,9168,(株)ライズ・コンサルティング・グループ,サービス業,411,5.11,9,32,9,3,0,3,3,12,71
東証GRT,7370,(株)Ｅｎｊｉｎ,サービス業,808,4.95,9,26,-7,0,9,2,17,15,71
東証GRT,7050,(株)フロンティアインターナショナル,サービス業,1492,4.36,9,0,3,7,3,14,14,21,71
東証STD,6797,名古屋電機工業(株),電気機器,1255,3.59,3,36,9,-19,13,11,21,-3,71
東証STD,3683,(株)サイバーリンクス,情報・通信,992,3.53,21,-2,3,3,15,15,13,3,71
東証PRM,4326,(株)インテージホールディングス,情報・通信,1726,2.78,21,-6,3,-3,21,1,19,15,71
東証STD,3021,(株)パシフィックネット,サービス業,1885,2.76,9,10,10,9,19,2,3,9,71
東証STD,4287,(株)ジャストプランニング,情報・通信,495,2.63,6,26,0,-6,14,4,27,0,71
